"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,240,"UKR","Ukraine","UKRAINE","Ukraine","Ukrayina","Ukrainian SSR|Ukrainian S.S.R.","","","Ukraine ","Ucrania ","<U+0423><U+043A><U+0440><U+0430><U+0438><U+043D><U+0430>","<U+0623><U+0648><U+0643><U+0631><U+0627><U+0646><U+064A><U+0627>","<U+4E4C><U+514B><U+5170> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Ukraine","UA","","UP","804","1991","Present","49568167","596040.875","83.16236197727211","Eastern Europe","Europe","2","1","","","Europe & Central Asia","Lower middle income","Less indebted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
